Country,Year,Inflation
British Virgin Islands,2008,
Virgin Islands (U.S.),2008,
Viet Nam,2008,23.11544835
Vanuatu,2008,4.841713222
World,2008,8.949953354
Samoa,2008,11.56590684
Kosovo,2008,9.350417647
"Yemen, Rep.",2008,18.97625743
South Africa,2008,10.07457552
Zambia,2008,12.44557935
Zimbabwe,2008,
Aruba,2009,-2.13542872
Africa Eastern and Southern,2009,8.954218024
Afghanistan,2009,-6.811161089
Africa Western and Central,2009,3.282440376
Angola,2009,13.73028393
Albania,2009,2.266922095
Andorra,2009,
Arab World,2009,2.920897118
United Arab Emirates,2009,1.561813174
Argentina,2009,
Armenia,2009,3.406766827
American Samoa,2009,
Antigua and Barbuda,2009,-0.550159996
Australia,2009,1.771117166
Austria,2009,0.506308828
Azerbaijan,2009,1.45704836
Burundi,2009,10.55543553
Belgium,2009,-0.053145674
Benin,2009,0.896072356
Burkina Faso,2009,2.608176664
Bangladesh,2009,5.423472362
Bulgaria,2009,2.753202239
Bahrain,2009,2.795512836
"Bahamas, The",2009,2.062734735
Bosnia and Herzegovina,2009,-0.381464282
Belarus,2009,12.94565634
Belize,2009,-1.104310449
Bermuda,2009,
Bolivia,2009,3.346454201
Brazil,2009,4.888034799
Barbados,2009,3.643861893
Brunei Darussalam,2009,1.035717743
Bhutan,2009,4.361122191
Botswana,2009,8.027297031
Central African Republic,2009,3.521262272
Canada,2009,0.299466803
Central Europe and the Baltics,2009,2.753202239
Switzerland,2009,-0.480481936
Channel Islands,2009,
Chile,2009,0.353045178
China,2009,-0.728165251
Cote d'Ivoire,2009,1.019504577
Cameroon,2009,3.043618479
"Congo, Dem. Rep.",2009,2.8
"Congo, Rep.",2009,4.415003748
Colombia,2009,4.202516612
Comoros,2009,4.362348293
Cabo Verde,2009,0.991103481
Costa Rica,2009,7.842701677
Caribbean small states,2009,0.421539126
Cuba,2009,
Curacao,2009,1.753316054
Cayman Islands,2009,
Cyprus,2009,0.326276652
Czechia,2009,1.019377353
Germany,2009,0.312739007
Djibouti,2009,1.675495873
Dominica,2009,0.006263571
Denmark,2009,1.30470991
Dominican Republic,2009,1.442151318
Algeria,2009,5.737060361
East Asia & Pacific (excluding high income),2009,3.675033055
Early-demographic dividend,2009,4.373768871
East Asia & Pacific,2009,1.62173014
Europe & Central Asia (excluding high income),2009,3.436745279
Europe & Central Asia,2009,1.5360765
Ecuador,2009,5.159968292
"Egypt, Arab Rep.",2009,11.76349544
Euro area,2009,0.368041998
Eritrea,2009,
Spain,2009,-0.287813084
Estonia,2009,-0.078408311
Ethiopia,2009,8.483644045
European Union,2009,0.839262247
Fragile and conflict affected situations,2009,4.075480801
Finland,2009,-9.17e-07
Fiji,2009,3.13103559
France,2009,0.087620478
Faroe Islands,2009,
"Micronesia, Fed. Sts.",2009,6.393602577
Gabon,2009,1.885707546
United Kingdom,2009,1.961731736
Georgia,2009,1.727514611
Ghana,2009,19.24694822
Gibraltar,2009,
Guinea,2009,4.68438869
"Gambia, The",2009,4.561506877
Guinea-Bissau,2009,-1.651397336
Equatorial Guinea,2009,4.691065677
Greece,2009,1.210072692
Grenada,2009,-0.30865478
Greenland,2009,
Guatemala,2009,1.859102547
Guam,2009,
Guyana,2009,2.952300964
High income,2009,1.561813174
"Hong Kong SAR, China",2009,0.579441418
Honduras,2009,5.496342738
Heavily indebted poor countries (HIPC),2009,4.362348293
Croatia,2009,2.378528459
Haiti,2009,0.39388604
Hungary,2009,4.211711712
IBRD only,2009,3.730147866
IDA & IBRD total,2009,4.202516612
IDA total,2009,4.361122191
IDA blend,2009,3.043618479
Indonesia,2009,4.38641555
IDA only,2009,4.446262442
Isle of Man,2009,
India,2009,10.88235294
Not classified,2009,
Ireland,2009,-4.478103392
"Iran, Islamic Rep.",2009,13.55155483
Iraq,2009,6.873615472
Iceland,2009,12.00312985
Israel,2009,3.35617819
Italy,2009,0.774768131
Jamaica,2009,9.592245989
Jordan,2009,-0.739069743
Japan,2009,-1.35283673
Kazakhstan,2009,7.316078583
Kenya,2009,9.234125924
Kyrgyz Republic,2009,6.836562481
Cambodia,2009,-1.241717542
Kiribati,2009,9.816438845
St. Kitts and Nevis,2009,2.05793709
"Korea, Rep.",2009,2.756496545
Kuwait,2009,4.609595484
Latin America & Caribbean (excluding high income),2009,2.591946734
Lao PDR,2009,0.141187675
Lebanon,2009,1.195096712
Liberia,2009,7.427643059
Libya,2009,2.459900256
St. Lucia,2009,-0.156936087
Latin America & Caribbean,2009,2.500499951
Least developed countries: UN classification,2009,4.561506877
Low income,2009,5.006273615
Liechtenstein,2009,
Sri Lanka,2009,3.464963221
Lower middle income,2009,5.053930526
Low & middle income,2009,4.210773566
Lesotho,2009,-16.85969105
Late-demographic dividend,2009,3.041668277
Lithuania,2009,4.453044565
Luxembourg,2009,0.368041998
Latvia,2009,3.534106729
"Macao SAR, China",2009,1.169066955
St. Martin (French part),2009,
Morocco,2009,0.971862999
Monaco,2009,
Moldova,2009,-0.062718597
Madagascar,2009,8.954218024
Maldives,2009,4.530176591
Middle East & North Africa,2009,2.920897118
Mexico,2009,5.297355842
Marshall Islands,2009,
Middle income,2009,3.687001605
North Macedonia,2009,-0.739633963
Mali,2009,2.463751886
Malta,2009,2.084327461
Myanmar,2009,1.472343114
Middle East & North Africa (excluding high income),2009,2.920897118
Montenegro,2009,3.466723732
Mongolia,2009,7.619505935
Northern Mariana Islands,2009,
Mozambique,2009,3.788613309
Mauritania,2009,2.220920324
Mauritius,2009,2.516091281
Malawi,2009,8.422044277
Malaysia,2009,0.583308406
North America,2009,-0.028039732
Namibia,2009,9.451726515
New Caledonia,2009,
Niger,2009,0.582906591
Nigeria,2009,12.53782773
Nicaragua,2009,3.687001605
Netherlands,2009,1.18977687
Norway,2009,2.197385869
Nepal,2009,11.09482374
Nauru,2009,
New Zealand,2009,2.115651106
OECD members,2009,1.104577112
Oman,2009,3.468810238
Other small states,2009,2.655802058
Pakistan,2009,13.64776506
Panama,2009,2.409053167
Peru,2009,2.936231536
Philippines,2009,4.219030521
Palau,2009,1.438135383
Papua New Guinea,2009,6.918325326
Poland,2009,3.795392425
Pre-demographic dividend,2009,4.561506877
Puerto Rico,2009,
"Korea, Dem. People's Rep.",2009,
Portugal,2009,-0.835530022
Paraguay,2009,2.591946734
West Bank and Gaza,2009,2.753934851
Pacific island small states,2009,5.311009546
Post-demographic dividend,2009,0.839262247
French Polynesia,2009,
Qatar,2009,-4.863278016
Romania,2009,5.587420043
Russian Federation,2009,11.64732958
Rwanda,2009,12.94439784
South Asia,2009,4.976824477
Saudi Arabia,2009,5.057223147
Sudan,2009,11.25675871
Senegal,2009,-2.248021479
Singapore,2009,0.596720257
Solomon Islands,2009,7.092717169
Sierra Leone,2009,7.469018985
El Salvador,2009,1.055950297
San Marino,2009,2.19959237
Somalia,2009,
Serbia,2009,8.116950922
Sub-Saharan Africa (excluding high income),2009,4.848669646
South Sudan,2009,5.006273615
Sub-Saharan Africa,2009,5.006273615
Small states,2009,2.516091281
Sao Tome and Principe,2009,16.9574758
Suriname,2009,-0.133636647
Slovak Republic,2009,1.615104641
Slovenia,2009,0.839262247
Sweden,2009,-0.494460544
Eswatini,2009,7.448234234
Sint Maarten (Dutch part),2009,5.957636888
Seychelles,2009,31.75444077
Syrian Arab Republic,2009,2.920897118
Turks and Caicos Islands,2009,
Chad,2009,9.952422907
East Asia & Pacific (IDA & IBRD countries),2009,3.675033055
Europe & Central Asia (IDA & IBRD countries),2009,3.466723732
Togo,2009,3.71360592
Thailand,2009,-0.845716092
Tajikistan,2009,6.448234811
Turkmenistan,2009,
Latin America & the Caribbean (IDA & IBRD countries),2009,2.591946734
Timor-Leste,2009,0.669681186
Middle East & North Africa (IDA & IBRD countries),2009,3.292900212
Tonga,2009,1.426859721
South Asia (IDA & IBRD),2009,4.976824477
Sub-Saharan Africa (IDA & IBRD countries),2009,5.006273615
Trinidad and Tobago,2009,6.978087253
Tunisia,2009,3.664903306
Turkiye,2009,6.250976631
Tuvalu,2009,
Tanzania,2009,12.14222787
Uganda,2009,13.01725619
Ukraine,2009,15.88119246
Upper middle income,2009,2.591946734
Uruguay,2009,7.062218744
United States,2009,-0.355546266
Uzbekistan,2009,
St. Vincent and the Grenadines,2009,0.421539126
"Venezuela, RB",2009,27.08094145
British Virgin Islands,2009,
Virgin Islands (U.S.),2009,
Viet Nam,2009,6.7169827
Vanuatu,2009,4.29706573
World,2009,2.860448559
Samoa,2009,6.324953362
Kosovo,2009,-2.410264017
"Yemen, Rep.",2009,5.407760981
South Africa,2009,7.215314136
Zambia,2009,13.39525463
Zimbabwe,2009,
Aruba,2010,2.078140719
Africa Eastern and Southern,2010,5.537537916
Afghanistan,2010,2.178537524
Africa Western and Central,2010,1.784844205
Angola,2010,14.46965649
Albania,2010,3.626046956
Andorra,2010,
Arab World,2010,3.911061955
United Arab Emirates,2010,0.877983288
Argentina,2010,
Armenia,2010,8.176361385
American Samoa,2010,
Antigua and Barbuda,2010,3.370025402
Australia,2010,2.918340027
Austria,2010,1.81353439
Azerbaijan,2010,5.726872247
Burundi,2010,6.493265915
Belgium,2010,2.189299204
Benin,2010,2.207835325
Burkina Faso,2010,-0.764230735
Bangladesh,2010,8.126676392
Bulgaria,2010,2.438990605
Bahrain,2010,1.961884683
"Bahamas, The",2010,1.344027384
Bosnia and Herzegovina,2010,1.996212367
Belarus,2010,7.735748043
Belize,2010,0.917977379
Bermuda,2010,
Bolivia,2010,2.503276058
Brazil,2010,5.038726901
Barbados,2010,5.824218533
Brunei Darussalam,2010,0.356869132
Bhutan,2010,7.036383161
Botswana,2010,6.948876587
Central African Republic,2010,1.4910237
Canada,2010,1.776871541
Central Europe and the Baltics,2010,1.801170221
Switzerland,2010,0.688238707
Channel Islands,2010,
Chile,2010,1.41071108
China,2010,3.175324753
Cote d'Ivoire,2010,1.226456121
Cameroon,2010,1.275380462
"Congo, Dem. Rep.",2010,7.1
"Congo, Rep.",2010,0.391525011
Colombia,2010,2.272002279
Comoros,2010,3.354757703
Cabo Verde,2010,2.078664709
Costa Rica,2010,5.662757084
Caribbean small states,2010,3.370025402
Cuba,2010,
Curacao,2010,2.779442613
Cayman Islands,2010,0.276140862
Cyprus,2010,2.430040841
Czechia,2010,1.472727273
Germany,2010,1.103810378
Djibouti,2010,3.950078759
Dominica,2010,2.999366305
Denmark,2010,2.31092437
Dominican Republic,2010,6.329932201
Algeria,2010,3.911061955
East Asia & Pacific (excluding high income),2010,3.611962344
Early-demographic dividend,2010,4.397413832
East Asia & Pacific,2010,3.05730564
Europe & Central Asia (excluding high income),2010,6.647353355
Europe & Central Asia,2010,2.424473618
Ecuador,2010,3.554377346
"Egypt, Arab Rep.",2010,11.26518827
Euro area,2010,1.525516021
Eritrea,2010,
Spain,2010,1.799864577
Estonia,2010,2.97204512
Ethiopia,2010,8.14926403
European Union,2010,1.531122704
Fragile and conflict affected situations,2010,3.480507637
Finland,2010,1.184135232
Fiji,2010,3.689012297
France,2010,1.531122704
Faroe Islands,2010,
"Micronesia, Fed. Sts.",2010,3.313709631
Gabon,2010,1.461544027
United Kingdom,2010,2.492654725
Georgia,2010,7.110178975
Ghana,2010,10.73338984
Gibraltar,2010,
Guinea,2010,15.05026886
"Gambia, The",2010,5.049680759
Guinea-Bissau,2010,2.517851402
Equatorial Guinea,2010,7.78916548
Greece,2010,4.712989078
Grenada,2010,3.436509059
Greenland,2010,
Guatemala,2010,3.859509098
Guam,2010,
Guyana,2010,3.733377577
High income,2010,2.020012701
"Hong Kong SAR, China",2010,2.292890886
Honduras,2010,4.69889065
Heavily indebted poor countries (HIPC),2010,4.69889065
Croatia,2010,1.030555053
Haiti,2010,4.827341901
Hungary,2010,4.855557957
IBRD only,2010,4.123228561
IDA & IBRD total,2010,4.043062588
IDA total,2010,3.986474083
IDA blend,2010,3.343426576
Indonesia,2010,5.134204008
IDA only,2010,4.763116275
Isle of Man,2010,
India,2010,11.98938992
Not classified,2010,
Ireland,2010,-0.922095829
"Iran, Islamic Rep.",2010,10.08936293
Iraq,2010,2.877747253
Iceland,2010,5.396731132
Israel,2010,2.691370063
Italy,2010,1.525516021
Jamaica,2010,12.610552
Jordan,2010,4.845518759
Japan,2010,-0.728243208
Kazakhstan,2010,7.400463567
Kenya,2010,3.961388891
Kyrgyz Republic,2010,7.967722256
Cambodia,2010,3.996395281
Kiribati,2010,-3.899550407
St. Kitts and Nevis,2010,0.85087865
"Korea, Rep.",2010,2.939286527
Kuwait,2010,4.496402878
Latin America & Caribbean (excluding high income),2010,3.859509098
Lao PDR,2010,5.982545216
Lebanon,2010,3.983479419
Liberia,2010,7.289927969
Libya,2010,2.799895001
St. Lucia,2010,3.250344092
Latin America & Caribbean,2010,3.491288675
Least developed countries: UN classification,2010,5.982545216
Low income,2010,4.397413832
Liechtenstein,2010,
Sri Lanka,2010,6.217648893
Lower middle income,2010,4.845518759
Low & middle income,2010,4.156727227
Lesotho,2010,-2.405242546
Late-demographic dividend,2010,3.297779613
Lithuania,2010,1.319213621
Luxembourg,2010,2.273679116
Latvia,2010,-1.08463595
"Macao SAR, China",2010,2.809472421
St. Martin (French part),2010,
Morocco,2010,0.993557401
Monaco,2010,
Moldova,2010,7.483850864
Madagascar,2010,9.247321736
Maldives,2010,6.149885368
Middle East & North Africa,2010,3.749157276
Mexico,2010,4.156727227
Marshall Islands,2010,
Middle income,2010,4.123228561
North Macedonia,2010,1.50997522
Mali,2010,1.108926907
Malta,2010,1.515635136
Myanmar,2010,7.718381959
Middle East & North Africa (excluding high income),2010,3.950078759
Montenegro,2010,0.65494657
Mongolia,2010,10.04620659
Northern Mariana Islands,2010,
Mozambique,2010,12.42554217
Mauritania,2010,6.283540874
Mauritius,2010,2.932363014
Malawi,2010,7.411590929
Malaysia,2010,1.622852356
North America,2010,1.708457492
Namibia,2010,4.874919876
New Caledonia,2010,
Niger,2010,0.804073081
Nigeria,2010,13.74005214
Nicaragua,2010,5.455134259
Netherlands,2010,1.275305696
Norway,2010,2.418906395
Nepal,2010,9.326504107
Nauru,2010,
New Zealand,2010,2.30202386
OECD members,2010,1.807352306
Oman,2010,3.256579591
Other small states,2010,2.952204067
Pakistan,2010,12.93887056
Panama,2010,3.491288675
Peru,2010,1.528320597
Philippines,2010,3.789836348
Palau,2010,1.442190174
Papua New Guinea,2010,6.013608936
Poland,2010,2.580693703
Pre-demographic dividend,2010,3.976552885
Puerto Rico,2010,
"Korea, Dem. People's Rep.",2010,
Portugal,2010,1.402572899
Paraguay,2010,4.651162791
West Bank and Gaza,2010,3.749157276
Pacific island small states,2010,2.102442434
Post-demographic dividend,2010,1.996212367
French Polynesia,2010,
Qatar,2010,-2.425256752
Romania,2010,6.091416686
Russian Federation,2010,6.849392303
Rwanda,2010,-0.246128693
South Asia,2010,7.581529776
Saudi Arabia,2010,5.339416806
Sudan,2010,12.97766639
Senegal,2010,1.228681197
Singapore,2010,2.823661349
Solomon Islands,2010,1.051481633
Sierra Leone,2010,7.185662757
El Salvador,2010,1.179335769
San Marino,2010,2.585418156
Somalia,2010,
Serbia,2010,6.142553602
Sub-Saharan Africa (excluding high income),2010,4.089729895
South Sudan,2010,1.169621803
Sub-Saharan Africa,2010,4.03314139
Small states,2010,2.999366305
Sao Tome and Principe,2010,13.34005235
Suriname,2010,6.941082216
Slovak Republic,2010,0.957018133
Slovenia,2010,1.801170221
Sweden,2010,1.157988027
Eswatini,2010,4.509236918
Sint Maarten (Dutch part),2010,1.338576217
Seychelles,2010,-2.404638751
Syrian Arab Republic,2010,4.397413832
Turks and Caicos Islands,2010,
Chad,2010,-2.077865746
East Asia & Pacific (IDA & IBRD countries),2010,3.611962344
Europe & Central Asia (IDA & IBRD countries),2010,6.142553602
Togo,2010,1.445945174
Thailand,2010,3.247588424
Tajikistan,2010,6.445314408
Turkmenistan,2010,
Latin America & the Caribbean (IDA & IBRD countries),2010,3.733377577
Timor-Leste,2010,6.765976802
Middle East & North Africa (IDA & IBRD countries),2010,3.966779089
Tonga,2010,3.534912392
South Asia (IDA & IBRD),2010,7.581529776
Sub-Saharan Africa (IDA & IBRD countries),2010,4.03314139
Trinidad and Tobago,2010,10.54920032
Tunisia,2010,3.338979636
Turkiye,2010,8.566444206
Tuvalu,2010,
Tanzania,2010,6.200155956
Uganda,2010,3.976552885
Ukraine,2010,9.372931051
Upper middle income,2010,3.689012297
Uruguay,2010,6.69870887
United States,2010,1.640043442
Uzbekistan,2010,
St. Vincent and the Grenadines,2010,0.747109026
"Venezuela, RB",2010,28.18746471
British Virgin Islands,2010,
Virgin Islands (U.S.),2010,
Viet Nam,2010,9.207466488
Vanuatu,2010,2.762694695
World,2010,3.326344634
Samoa,2010,0.777007269
Kosovo,2010,3.480507637
"Yemen, Rep.",2010,11.17483386
South Africa,2010,4.089729895
Zambia,2010,8.501761334
Zimbabwe,2010,3.022670025
Aruba,2011,4.316297422
Africa Eastern and Southern,2011,8.97120641
Afghanistan,2011,11.80418581
Africa Western and Central,2011,4.018699075
Angola,2011,13.48246792
Albania,2011,3.429123247
Andorra,2011,
Arab World,2011,4.753163889
United Arab Emirates,2011,0.877346596
Argentina,2011,
Armenia,2011,7.650008079
American Samoa,2011,
Antigua and Barbuda,2011,3.456749672
Australia,2011,3.303850156
Austria,2011,3.286579149
Azerbaijan,2011,7.858333333
Burundi,2011,9.59216606
Belgium,2011,3.532082107
Benin,2011,2.704239077
Burkina Faso,2011,2.759767249
Bangladesh,2011,11.39516516
Bulgaria,2011,4.219903466
Bahrain,2011,-0.400040697
"Bahamas, The",2011,3.198781417
Bosnia and Herzegovina,2011,3.67125
Belarus,2011,53.22869831
Belize,2011,1.602056156
Bermuda,2011,
Bolivia,2011,9.884464198
Brazil,2011,6.636449622
Barbados,2011,9.432202402
Brunei Darussalam,2011,0.137911563
Bhutan,2011,8.848985699
Botswana,2011,8.459872334
Central African Republic,2011,1.194475724
Canada,2011,2.912135089
Central Europe and the Baltics,2011,4.130275626
Switzerland,2011,0.231349208
Channel Islands,2011,
Chile,2011,3.341216943
China,2011,5.553898923
Cote d'Ivoire,2011,4.912433951
Cameroon,2011,2.939699463
"Congo, Dem. Rep.",2011,15.31651591
"Congo, Rep.",2011,1.759587043
Colombia,2011,3.415033448
Comoros,2011,1.842663008
Cabo Verde,2011,4.473883422
Costa Rica,2011,4.87799831
Caribbean small states,2011,3.456749672
Cuba,2011,
Curacao,2011,2.332531526
Cayman Islands,2011,1.325435758
Cyprus,2011,3.289449396
Czechia,2011,1.917219136
Germany,2011,2.075172837
Djibouti,2011,5.068713948
Dominica,2011,1.131231365
Denmark,2011,2.758682261
Dominican Republic,2011,5.796768092
Algeria,2011,4.524211505
East Asia & Pacific (excluding high income),2011,5.235415915
Early-demographic dividend,2011,5.81149209
East Asia & Pacific,2011,5.021460146
Europe & Central Asia (excluding high income),2011,7.858333333
Europe & Central Asia,2011,3.856112447
Ecuador,2011,4.474532658
"Egypt, Arab Rep.",2011,10.06492599
Euro area,2011,3.289449396
Eritrea,2011,
Spain,2011,3.196101888
Estonia,2011,4.981901315
Ethiopia,2011,33.24995988
European Union,2011,3.289449396
Fragile and conflict affected situations,2011,5.442024705
Finland,2011,3.416807543
Fiji,2011,7.278117827
France,2011,2.111597952
Faroe Islands,2011,
"Micronesia, Fed. Sts.",2011,5.082594039
Gabon,2011,1.263317078
United Kingdom,2011,3.856112447
Georgia,2011,8.542933333
Ghana,2011,8.728459371
Gibraltar,2011,
Guinea,2011,21.31692685
"Gambia, The",2011,4.795882662
Guinea-Bissau,2011,5.046102263
Equatorial Guinea,2011,4.805389222
Greece,2011,3.329853234
Grenada,2011,3.033472803
Greenland,2011,
Guatemala,2011,6.214123931
Guam,2011,
Guyana,2011,4.977735637
High income,2011,3.335535088
"Hong Kong SAR, China",2011,5.30524893
Honduras,2011,6.762279573
Heavily indebted poor countries (HIPC),2011,6.429396811
Croatia,2011,2.272727273
Haiti,2011,6.332794838
Hungary,2011,3.929920989
IBRD only,2011,5.553898923
IDA & IBRD total,2011,5.796768092
IDA total,2011,6.381095825
IDA blend,2011,4.44083401
Indonesia,2011,5.35604779
IDA only,2011,6.716768436
Isle of Man,2011,
India,2011,8.911793365
Not classified,2011,
Ireland,2011,2.557188832
"Iran, Islamic Rep.",2011,26.29338567
Iraq,2011,5.801455371
Iceland,2011,4.001026643
Israel,2011,3.484949198
Italy,2011,2.780632729
Jamaica,2011,7.555856466
Jordan,2011,4.162441629
Japan,2011,-0.272455616
Kazakhstan,2011,8.424887619
Kenya,2011,14.02249396
Kyrgyz Republic,2011,16.63632627
Cambodia,2011,5.478447496
Kiribati,2011,1.497409799
St. Kitts and Nevis,2011,5.835165196
"Korea, Rep.",2011,4.025965004
Kuwait,2011,4.839403499
Latin America & Caribbean (excluding high income),2011,5.128923767
Lao PDR,2011,7.568988561
Lebanon,2011,4.971485717
Liberia,2011,8.488167518
Libya,2011,15.51848153
St. Lucia,2011,2.769407941
Latin America & Caribbean,2011,4.977735637
Least developed countries: UN classification,2011,7.06704499
Low income,2011,7.622822628
Liechtenstein,2011,
Sri Lanka,2011,6.716768436
Lower middle income,2011,6.573082623
Low & middle income,2011,6.107427146
Lesotho,2011,5.036630521
Late-demographic dividend,2011,4.370735599
Lithuania,2011,4.130275626
Luxembourg,2011,3.410683411
Latvia,2011,4.370735599
"Macao SAR, China",2011,5.806246167
St. Martin (French part),2011,
Morocco,2011,0.90692491
Monaco,2011,
Moldova,2011,7.687251034
Madagascar,2011,9.482540486
Maldives,2011,11.27341461
Middle East & North Africa,2011,4.524211505
Mexico,2011,3.407378246
Marshall Islands,2011,
Middle income,2011,5.799111731
North Macedonia,2011,3.904754221
Mali,2011,2.955643952
Malta,2011,2.962985282
Myanmar,2011,5.021460146
Middle East & North Africa (excluding high income),2011,4.971485717
Montenegro,2011,3.450143112
Mongolia,2011,8.411214953
Northern Mariana Islands,2011,
Mozambique,2011,11.16660561
Mauritania,2011,5.686319596
Mauritius,2011,6.522492549
Malawi,2011,7.622822628
Malaysia,2011,3.174470922
North America,2011,3.034488329
Namibia,2011,5.005595181
New Caledonia,2011,2.428996938
Niger,2011,2.94238514
Nigeria,2011,10.82613719
Nicaragua,2011,8.082387981
Netherlands,2011,2.341070178
Norway,2011,1.284951588
Nepal,2011,9.227075461
Nauru,2011,0.3003003
New Zealand,2011,4.027906674
OECD members,2011,3.374297594
Oman,2011,4.042188671
Other small states,2011,4.800635942
Pakistan,2011,11.91609271
Panama,2011,5.8758025
Peru,2011,3.369310953
Philippines,2011,4.718417047
Palau,2011,4.674698795
Papua New Guinea,2011,4.44083401
Poland,2011,4.239401496
Pre-demographic dividend,2011,6.429396811
Puerto Rico,2011,
"Korea, Dem. People's Rep.",2011,
Portugal,2011,3.653011004
Paraguay,2011,8.253968254
West Bank and Gaza,2011,2.877243585
Pacific island small states,2011,4.878646417
Post-demographic dividend,2011,3.329853234
French Polynesia,2011,
Qatar,2011,1.138366235
Romania,2011,5.789253288
Russian Federation,2011,8.440464859
Rwanda,2011,3.080170692
South Asia,2011,10.25024503
Saudi Arabia,2011,5.826216088
Sudan,2011,18.09661712
Senegal,2011,3.403228298
Singapore,2011,5.247793398
Solomon Islands,2011,7.34270706
Sierra Leone,2011,6.79138292
El Salvador,2011,5.128923767
San Marino,2011,2.899795843
Somalia,2011,
Serbia,2011,11.13739763
Sub-Saharan Africa (excluding high income),2011,5.686319596
South Sudan,2011,46.85217572
Sub-Saharan Africa,2011,5.366210929
Small states,2011,4.795882662
Sao Tome and Principe,2011,14.32716676
Suriname,2011,17.71177964
Slovak Republic,2011,3.919285991
Slovenia,2011,1.802851719
Sweden,2011,2.961150738
Eswatini,2011,6.107427146
Sint Maarten (Dutch part),2011,4.584754357
Seychelles,2011,2.559267722
Syrian Arab Republic,2011,4.753163889
Turks and Caicos Islands,2011,
Chad,2011,2.029240537
East Asia & Pacific (IDA & IBRD countries),2011,5.159004977
Europe & Central Asia (IDA & IBRD countries),2011,7.668629556
Togo,2011,3.563514729
Thailand,2011,3.808790581
Tajikistan,2011,12.43154904
Turkmenistan,2011,
Latin America & the Caribbean (IDA & IBRD countries),2011,5.128923767
Timor-Leste,2011,13.49984024
Middle East & North Africa (IDA & IBRD countries),2011,5.020099832
Tonga,2011,6.27075303
South Asia (IDA & IBRD),2011,10.25024503
Sub-Saharan Africa (IDA & IBRD countries),2011,5.366210929
Trinidad and Tobago,2011,5.107132893
Tunisia,2011,3.24002842
Turkiye,2011,6.471879671
Tuvalu,2011,0.500580743
Tanzania,2011,12.69096947
Uganda,2011,16.56434962
Ukraine,2011,7.955724663
Upper middle income,2011,5.242485778
Uruguay,2011,8.092832063
United States,2011,3.156841569
Uzbekistan,2011,13.77974465
St. Vincent and the Grenadines,2011,3.186031116
"Venezuela, RB",2011,26.09021232
British Virgin Islands,2011,
Virgin Islands (U.S.),2011,
Viet Nam,2011,18.67773228
Vanuatu,2011,0.873793105
World,2011,4.82239636
Samoa,2011,5.235415915
Kosovo,2011,7.336417713
"Yemen, Rep.",2011,19.54356171
South Africa,2011,4.99926697
Zambia,2011,6.429396811
Zimbabwe,2011,3.466129728
Aruba,2012,0.627471993
Africa Eastern and Southern,2012,9.158707155
Afghanistan,2012,6.441212809
Africa Western and Central,2012,4.578374635
Angola,2012,10.27790492
Albania,2012,2.031592684
Andorra,2012,
Arab World,2012,4.611844322
United Arab Emirates,2012,0.6622689
Argentina,2012,
Armenia,2012,2.558020078
American Samoa,2012,
Antigua and Barbuda,2012,3.376880443
Australia,2012,1.762780156
Austria,2012,2.485675622
Azerbaijan,2012,1.066213397
Burundi,2012,18.16104531
Belgium,2012,2.839663434
Benin,2012,6.744682533
Burkina Faso,2012,3.818152403
Bangladesh,2012,6.217504221
Bulgaria,2012,2.954568298
Bahrain,2012,2.7573967
"Bahamas, The",2012,1.97336756
Bosnia and Herzegovina,2012,2.05267452
Belarus,2012,59.21973602
Belize,2012,1.300580745
Bermuda,2012,
Bolivia,2012,4.515602914
Brazil,2012,5.40349914
Barbados,2012,4.533347539
Brunei Darussalam,2012,0.111766261
Bhutan,2012,10.91965694
Botswana,2012,7.536902611
Central African Republic,2012,5.478295943
Canada,2012,1.515678231
Central Europe and the Baltics,2012,3.334922677
Switzerland,2012,-0.692552018
Channel Islands,2012,
Chile,2012,3.007448402
China,2012,2.619524326
Cote d'Ivoire,2012,1.304511199
Cameroon,2012,2.735296775
"Congo, Dem. Rep.",2012,9.721828063
"Congo, Rep.",2012,5.010187731
Colombia,2012,3.169301888
Comoros,2012,6.314744503
Cabo Verde,2012,2.540396442
Costa Rica,2012,4.495453144
Caribbean small states,2012,2.598444141
Cuba,2012,
Curacao,2012,3.183987463
Cayman Islands,2012,1.188948452
Cyprus,2012,2.3890541
Czechia,2012,3.287623066
Germany,2012,2.008488848
Djibouti,2012,3.731209508
Dominica,2012,1.356771478
Denmark,2012,2.397914857
Dominican Republic,2012,3.694497079
Algeria,2012,8.891450911
East Asia & Pacific (excluding high income),2012,3.225169573
Early-demographic dividend,2012,5.018272542
East Asia & Pacific,2012,2.974607798
Europe & Central Asia (excluding high income),2012,3.316055667
Europe & Central Asia,2012,2.773338541
Ecuador,2012,5.10172181
"Egypt, Arab Rep.",2012,7.111729433
Euro area,2012,2.485675622
Eritrea,2012,
Spain,2012,2.446127824
Estonia,2012,3.933399873
Ethiopia,2012,23.60041768
European Union,2012,2.662841655
Fragile and conflict affected situations,2012,5.912006025
Finland,2012,2.808336226
Fiji,2012,3.423375234
France,2012,1.954195316
Faroe Islands,2012,
"Micronesia, Fed. Sts.",2012,5.01850353
Gabon,2012,2.652418287
United Kingdom,2012,2.573234797
Georgia,2012,-0.943658853
Ghana,2012,11.18634094
Gibraltar,2012,
Guinea,2012,15.2262941
